X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1829202.1163,5533412.4385,1185,3,474,8.21000003814697,00300482,Both,Continuous,6.2,Dual Loop,Te Matai Rd,08 - Manawatu-Wanganui,99,8349,8443,7723,9151,8643,Regional Continuous
1834240.6184,5534886.4455,1186,3,474,14.0500001907349,00300488,Both,Non-Continuous,8.4,Dual Loop,Ashhurst ,08 - Manawatu-Wanganui,28,2142,2137,2090,2834,2774,Regional Non-Continuous
1823019.5659,5530120.7826,1187,3,474,1.01999998092651,00310475,Inc,Continuous,2.7,Dual Loop,708 Main St (West of Ruahine St) - Inc,08 - Manawatu-Wanganui,310,9149,9160,8561,9912,8485,Regional Continuous
1823695.723,5530514.9678,1188,3,474,1.79999995231628,00310476,Inc,Continuous,2.2,Dual Loop,847 Main St ( East of Fitzroy St) - Inc,08 - Manawatu-Wanganui,362,11805,11652,10657,11787,11638,Regional Continuous
1823019.5659,5530120.7826,1189,3,474,1.01999998092651,00320475,Dec,Continuous,2.9,Dual Loop,708 Main St (West of Ruahine St) - Dec,08 - Manawatu-Wanganui,355,6829,6671,6225,7313,6855,Regional Continuous
1823695.723,5530514.9678,1190,3,474,1.79999995231628,00320476,Dec,Continuous,2.4,Dual Loop,847 Main St ( East of Fitzroy St) - Dec,08 - Manawatu-Wanganui,362,10484,10357,9476,10381,10239,Regional Continuous
1835279.7001,5537444.4442,1191,3N,0,78,03N03630,Both,Non-Continuous,17.6,Tube,Saddle Road,08 - Manawatu-Wanganui,7,,,,,6231,Regional Non-Continuous
1836595.1504,5525071.2781,1192,3N,0,6,03N03717,Both,Non-Continuous,15.2,Tube,Balance Valley Road,08 - Manawatu-Wanganui,7,,,,,454,Regional Non-Continuous
1793535.1769,5714535.8645,1193,4,35,9.27000045776367,00400044,Both,Non-Continuous,22.3,Dual Loop,Mangatupoto,08 - Manawatu-Wanganui,7,1889,1853,1636,1426,1723,Regional Non-Continuous
1793903.3155,5697607.7546,1194,4,61,4.19999980926514,00400065,Both,Continuous,16.9,Dual Loop,Okaihae Rd,08 - Manawatu-Wanganui,335,2223,2183,1985,1917,1979,Regional Continuous
1798958.0453,5693891.2687,1195,4,70,3.45000004768372,00400073,Both,Continuous,9.8,Dual Loop,Matapuna,08 - Manawatu-Wanganui,363,4921,4476,4193,4272,4340,Regional Continuous
1805892.115,5682240.6496,1196,4,77,12.9099998474121,00400090,Both,Non-Continuous,17.4,Dual Loop,Owhango,08 - Manawatu-Wanganui,21,2354,2376,1965,1914,2149,Regional Non-Continuous
1807444.5209,5661724.0978,1197,4,94,18.9400005340576,00400113,Both,Non-Continuous,19.7,Dual Loop,Raurimu,08 - Manawatu-Wanganui,14,1932,1850,1631,1543,1796,Regional Non-Continuous
1804045.7776,5641918.5197,1198,4,127,8.36999988555908,00400133,Both,National,15.3,Telemetry,HOROPITO - Telemetry Site 37,08 - Manawatu-Wanganui,311,2433,2237,2135,2113,2123,Telemetry
1798479.3208,5638457.087,1199,4,140,2.28999996185303,00400142,Both,Non-Continuous,11.4,Dual Loop,Waimarino,08 - Manawatu-Wanganui,28,1095,950,950,984,926,Regional Non-Continuous
1797185.4867,5619902.3965,1200,4,158,5,00400163,Both,Non-Continuous,9.8,Dual Loop,Ore Ore,08 - Manawatu-Wanganui,28,1067,999,903,906,882,Regional Non-Continuous
1799769.4685,5602640.1304,1201,4,188,0.270000010728836,00400188,Both,Non-Continuous,9.6,Dual Loop,SH4 @ Kakatahi - Nth of Lakes Hill Depot,08 - Manawatu-Wanganui,21,1093,921,959,932,946,Regional Non-Continuous
1785280.0315,5588555.942,1202,4,206,12.1300001144409,00400218,Both,Non-Continuous,11.7,Dual Loop,Aberfeldie,08 - Manawatu-Wanganui,21,1325,1214,1214,1218,1192,Regional Non-Continuous
1780586.9273,5583977.3218,1203,4,223,3.63000011444092,00400226,Both,National,10.4,Telemetry,UPOKONGARO - Telemetry Site 28,08 - Manawatu-Wanganui,333,1970,,2478,2216,2258,Telemetry
1776948.3835,5581144.517,1204,4,223,9.34000015258789,00400232,Both,Non-Continuous,6.8,Dual Loop,Pauls Rd,08 - Manawatu-Wanganui,28,2495,2720,2774,2669,2700,Regional Non-Continuous
1775863.534,5580273.9934,1205,4,223,10.6999998092651,00400234,Both,Non-Continuous,3.7,Dual Loop,Aramoho Bridge,08 - Manawatu-Wanganui,28,5250,5225,4552,5351,5210,Regional Non-Continuous
1775955.2387,5578292.7433,1206,4,223,12.8599996566772,00400236,Both,Non-Continuous,3.7,Dual Loop,Kowhai Park,08 - Manawatu-Wanganui,28,7452,7261,6936,7222,7732,Regional Non-Continuous
1775790.5785,5577232.5348,1207,4,223,14,00400237,Both,Virtual,9,Virtual,Virtual - Putiki Drive,08 - Manawatu-Wanganui,,5649,5703,5800,5445,5640,Virtual
1775357.9068,5576081.2226,1208,4,223,15.2600002288818,00400239,Both,Non-Continuous,9,Dual Loop,Wikitoria Rd ,08 - Manawatu-Wanganui,28,4003,4131,4318,3963,4127,Regional Non-Continuous
1775357.9068,5576081.2226,1209,4,223,15.2600002288818,00460238,Ramp,Non-Continuous,8.8,Dual Loop,Putiki Drive Slip Lane,08 - Manawatu-Wanganui,28,1646,1572,1482,1482,1513,Regional Non-Continuous
1804295.9002,5692495.5764,1210,41,0,2.14000010490417,04100002,Both,Non-Continuous,21.5,Dual Loop,Burnands Rd,08 - Manawatu-Wanganui,28,1016,1300,940,1078,1059,Regional Non-Continuous
1812178.3061,5691660.2313,1211,41,0,10.3400001525879,04100010,Both,Non-Continuous,24.8,Dual Loop,Williamson Rd,08 - Manawatu-Wanganui,21,722,787,642,664,666,Regional Non-Continuous
1768855.8354,5691319.118,1212,43,97,13.0200004577637,04300110,Both,Non-Continuous,16.8,Dual Loop,Sth of River Rd,08 - Manawatu-Wanganui,7,154,155,110,117,101,Regional Non-Continuous
1773974.7962,5688794.1865,1213,43,111,7.09000015258789,04300118,Both,Non-Continuous,8.6,Dual Loop,Tokorima ,08 - Manawatu-Wanganui,14,202,154,133,149,174,Regional Non-Continuous
1787682.7591,5687365.7114,1214,43,130,5.65000009536743,04300136,Both,Non-Continuous,20.9,Dual Loop,TeMaire,08 - Manawatu-Wanganui,21,399,281,215,287,301,Regional Non-Continuous
1794811.0481,5691425.9143,1215,43,130,17.2700004577637,04300147,Both,Non-Continuous,19.5,Dual Loop,Mania Rd,08 - Manawatu-Wanganui,21,546,507,394,436,493,Regional Non-Continuous
1807882.3768,5660738.0841,1216,47,0,0.370000004768372,04700000,Both,Non-Continuous,8.6,Dual Loop,National Park,08 - Manawatu-Wanganui,7,1643,1633,1462,1267,1101,Regional Non-Continuous
1815707.582,5662866.4733,1217,47,9,0.490000009536743,04700009,Both,Non-Continuous,9.9,Dual Loop,Nth of SH48,08 - Manawatu-Wanganui,7,1446,1419,1201,1049,885,Regional Non-Continuous
1818964.9146,5658546.1341,1218,48,0,5.5,04800006,Both,Continuous,3.7,Dual Loop,Whakapapa-Nui Stream,08 - Manawatu-Wanganui,112,1235,1456,1158,918,1038,Regional Continuous
1806125.6728,5634891.6149,1219,49,0,8.06999969482422,04900008,Both,Non-Continuous,19,Dual Loop,West of Ohakune,08 - Manawatu-Wanganui,14,1952,1846,1790,1697,1706,Regional Non-Continuous
1806925.5175,5633872.7654,1220,49,11,0.379999995231628,04900011,Both,Non-Continuous,15.6,Dual Loop,Ohakune East,08 - Manawatu-Wanganui,21,2699,2605,2405,2467,2758,Regional Non-Continuous
1829396.5357,5626993.79,1221,49,29,8.82999992370605,04900038,Both,Non-Continuous,18.3,Dual Loop,Waiouru ,08 - Manawatu-Wanganui,21,1927,1867,1743,1761,1941,Regional Non-Continuous
1826245.9149,5574999.1024,1222,54,1,1.66999995708466,05400003,Both,Non-Continuous,10,Dual Loop,Sandon Block,08 - Manawatu-Wanganui,14,912,897,874,1049,946,Regional Non-Continuous
1825293.1547,5565491.4887,1223,54,1,14.5699996948242,05400016,Both,Non-Continuous,9.4,Dual Loop,Waituna West,08 - Manawatu-Wanganui,14,974,1012,945,1132,1042,Regional Non-Continuous
1826088.9702,5554130.7883,1224,54,17,11.3999996185303,05400028,Both,Non-Continuous,19.4,Dual Loop,Cheltenham,08 - Manawatu-Wanganui,14,1325,1321,1359,1676,1334,Regional Non-Continuous
1825781.283,5551989.0142,1225,54,17,14.039999961853,05400031,Both,Continuous,7.3,Dual Loop,Almadale Rd,08 - Manawatu-Wanganui,335,2995,2681,2570,2743,2747,Regional Continuous
1820045.7163,5545039.8122,1226,54,38,2.41000008583069,05400040,Both,Non-Continuous,4,Dual Loop,Kiwitea Stream Nth of Nth St,08 - Manawatu-Wanganui,28,5218,5375,4821,5523,5415,Regional Non-Continuous
1819538.616,5544737.6382,1227,54,38,3,05400041,Both,Non-Continuous,3.5,Dual Loop,Kimbolton Rd,08 - Manawatu-Wanganui,21,7887,8450,7790,8544,8180,Regional Non-Continuous
1819412.9372,5542508.9569,1228,54,38,6.17000007629395,05400044,Both,Continuous,5.5,Dual Loop,Aorangi Bridge,08 - Manawatu-Wanganui,362,16591,16984,15891,17028,16889,Regional Continuous
1817537.9732,5538681.5715,1229,54,38,11.0799999237061,05400049,Both,National,2.8,Telemetry,FEILDING - Telemetry Site 106 ,08 - Manawatu-Wanganui,337,7619,7706,6980,7803,7825,Telemetry
1817528.1137,5537663.2832,1230,54,38,12.3199996948242,05400050,Both,Continuous,3.4,Dual Loop,Te Arakura,08 - Manawatu-Wanganui,97,7934,7936,7293,8074,8668,Regional Continuous
1819378.0868,5534160.537,1231,54,38,17.0100002288818,05400055,Both,Non-Continuous,3.4,Dual Loop,Kairanga-Bunnythorpe Rd,08 - Manawatu-Wanganui,28,4528,4581,4119,4613,4562,Regional Non-Continuous
1819538.616,5544737.6382,1232,54,38,3,05410041,Inc,Non-Continuous,3.4,Dual Loop,Kimbolton Rd - Inc,08 - Manawatu-Wanganui,,3722,4350,3734,4078,3695,Regional Non-Continuous
1819538.616,5544737.6382,1233,54,38,3,05420041,Dec,Non-Continuous,3.5,Dual Loop,Kimbolton Rd - Dec,08 - Manawatu-Wanganui,,4165,4592,4055,4603,4485,Regional Non-Continuous
1807630.0753,5512769.2333,1234,56,0,0.46000000834465,05600000,Both,Non-Continuous,9.3,Dual Loop,Ngui Rd,08 - Manawatu-Wanganui,14,5201,5329,4994,5433,5062,Regional Non-Continuous
1810145.9295,5522981.6633,1235,56,11,2.30999994277954,05600013,Both,Non-Continuous,8.5,Dual Loop,West of Tiakitahuna Road,08 - Manawatu-Wanganui,21,5789,5739,5332,6048,5651,Regional Non-Continuous
1814558.7208,5525838.7709,1236,56,11,7.65000009536743,05600019,Both,Non-Continuous,4.9,Dual Loop,Longburn,08 - Manawatu-Wanganui,28,7012,7003,6314,7101,6988,Regional Non-Continuous
1818577.5712,5527702.6542,1237,56,22,1.24000000953674,05600023,Both,Non-Continuous,3.1,Dual Loop,Mangaone Bridge,08 - Manawatu-Wanganui,28,9999,10132,9560,10358,10251,Regional Non-Continuous
1792733.9503,5497068.9976,1238,57,0,1.83000004291534,05700002,Both,Non-Continuous,15.8,Dual Loop,Kimberley Rd,08 - Manawatu-Wanganui,28,4944,5185,4685,5417,4994,Regional Non-Continuous
1797505.5721,5502784.9693,1239,57,0,9.48999977111816,05700009,Both,Continuous,7.6,Dual Loop,Tavistock Rd,08 - Manawatu-Wanganui,98,9317,9472,8914,9741,9876,Regional Continuous
1800743.0375,5505395.5152,1240,57,0,13.8800001144409,05700014,Both,National,10.3,Telemetry,SHANNON - Telemetry Site 107 ,08 - Manawatu-Wanganui,291,8797,9000,8351,9127,8428,Telemetry
1806699.9624,5510874.7969,1241,57,21,2.54999995231628,05700024,Both,Non-Continuous,7.9,Dual Loop,Nth of Shannon,08 - Manawatu-Wanganui,28,8458,8511,8066,8825,8418,Regional Non-Continuous
1812560.9749,5516019.2301,1242,57,26,6.94999980926514,05700033,Both,Non-Continuous,6.5,Dual Loop,Tokomaru ,08 - Manawatu-Wanganui,28,3705,3746,3371,3601,3556,Regional Non-Continuous
1817683.854,5521409.9043,1243,57,36,6.73899984359741,05700042,Both,Non-Continuous,5.5,Dual Loop,Tennent Drive,08 - Manawatu-Wanganui,21,4978,5024,4637,4940,4820,Regional Non-Continuous
1820761.5297,5523190.6156,1244,57,36,9.39999961853027,05700046,Both,Continuous,4.7,Dual Loop,Nth of Linton,08 - Manawatu-Wanganui,98,8719,8939,8124,8500,8111,Regional Continuous
1822691.9446,5524753.2063,1245,57,36,12,05700048,Both,Non-Continuous,16.9,Dual Loop,Tiritea,08 - Manawatu-Wanganui,28,2641,2740,2717,2943,2967,Regional Non-Continuous
1823890.1981,5525804.6064,1246,57,50,0.189999997615814,05700050,Both,Continuous,4.5,Dual Loop,Aokautere Drive,08 - Manawatu-Wanganui,323,11892,11666,11186,12705,12345,Regional Continuous
1829580.5437,5530106.4149,1247,57,50,7.96000003814697,05700058,Both,Non-Continuous,10.4,Dual Loop,Orrs Rd,08 - Manawatu-Wanganui,28,1794,1859,1743,2105,2076,Regional Non-Continuous
1826053.6636,5527790.3792,1248,57N,0,99,57N03639,Both,Non-Continuous,11.8,Tube,Pahiatua Track ,08 - Manawatu-Wanganui,14,,,,,4483,Regional Non-Continuous
1776014.1304,5477040.1744,1249,1K,1011,0.449999988079071,01K11011,Inc,Continuous,0.2,Dual Loop,Peka Peka Int Mainline Southbound,09 - Wellington,21,8023,7885,7438,7578,941,Regional Continuous
1771257.819,5473631.1675,1250,1K,1011,6.5,01K11017,Inc,Continuous,9.7,Dual Loop,Te Moana Int Mainline Southbound,09 - Wellington,204,6772,7136,6880,4,7400,Regional Continuous
1770670.745,5472273.1411,1251,1K,1011,8,01K11019,Inc,Virtual,6.8,-,Kapiti Expressway Virtual Sth of Waikanae South Bound,09 - Wellington,,,,10725,11748,12482,Virtual
1768251.555,5469309.1566,1252,1K,1011,11.9200000762939,01K11023,Inc,Continuous,9.9,Dual Loop,Kapiti Rd Int Mainline Southbound,09 - Wellington,332,6312,6554,5821,6366,6849,Regional Continuous
1767713.4666,5467891.1494,1253,1K,1011,13.5,01K11025,Inc,Virtual,,-,Virtual South of Paraparaumu Southbound,09 - Wellington,,,,,,,Virtual
1767716.3435,5465847.1096,1254,1K,1011,15.6199998855591,01K11027,Inc,Continuous,7.9,Dual Loop,Poplar Ave Int Mainline Southbound,09 - Wellington,354,9291,9002,6180,9546,10321,Regional Continuous
1776011.1306,5477049.175,1255,1K,1011,0.439999997615814,01K21011,Dec,Continuous,9.7,Dual Loop,Peka Peka Int Mainline Northbound,09 - Wellington,,7566,7594,7181,4944,7100,Regional Continuous
1771247.819,5473637.1681,1256,1K,1011,6.5,01K21017,Dec,Continuous,9.7,Dual Loop,Te Moana Int Mainline Northbound,09 - Wellington,338,7008,6976,6633,7194,7636,Regional Continuous
1770658.7448,5472275.1416,1257,1K,1011,8,01K21019,Dec,Virtual,7,-,Kapiti Expressway Virtual Sth of Waikanae North Bound,09 - Wellington,,,,10295,11434,12199,Virtual
1768242.5548,5469309.157,1258,1K,1011,11.9200000762939,01K21023,Dec,Continuous,10,Dual Loop,Kapiti Rd Int Mainline Northbound,09 - Wellington,338,6203,6071,5768,6308,6760,Regional Continuous
1767703.4664,5467891.1499,1259,1K,1011,13.5,01K21025,Dec,Virtual,,Virtual,Virtual South of Paraparaumu Northbound,09 - Wellington,,,,,,,Virtual
1767678.3369,5465749.1098,1260,1K,1011,15.7200002670288,01K21027,Dec,Continuous,7.7,Dual Loop,Poplar Ave Int Mainline Northbound,09 - Wellington,354,9135,8921,7558,9308,10023,Regional Continuous
1771249.8174,5473598.1666,1261,1K,1011,6.53000020980835,01K31017,Ramp,Continuous,1.9,Dual Loop,Te Moana Int Southbound On Ramp,09 - Wellington,338,3721,3753,3762,4216,4614,Regional Continuous
1768258.5543,5469295.156,1262,1K,1011,11.9200000762939,01K31023,Ramp,Continuous,3,Dual Loop,Kapiti Rd Int Southbound On Ramp,09 - Wellington,338,3015,2908,2837,3103,3383,Regional Continuous
1767728.3436,5465846.1089,1263,1K,1011,15.6199998855591,01K31027,Ramp,Continuous,2.9,Dual Loop,Poplar Ave Int Southbound On Ramp,09 - Wellington,354,4542,4231,4098,4015,4263,Regional Continuous
1771208.8171,5473616.1687,1264,1K,1011,6.53999996185303,01K41017,Ramp,Continuous,2,Dual Loop,Te Moana Int Northbound Off Ramp,09 - Wellington,338,3835,3873,3783,4252,4580,Regional Continuous
1768216.5546,5469316.1583,1265,1K,1011,11.9399995803833,01K41023,Ramp,Continuous,2.9,Dual Loop,Kapiti Rd Int Northbound Off Ramp,09 - Wellington,338,2892,2813,2712,2977,3209,Regional Continuous
1767662.3372,5465757.1108,1266,1K,1011,15.7200002670288,01K41027,Ramp,Continuous,2.9,Dual Loop,Poplar Ave Int Northbound Off Ramp,09 - Wellington,354,4615,4408,4277,4253,4504,Regional Continuous
1776011.1306,5477049.175,1267,1K,1011,0.439999997615814,01K51011,Ramp,Continuous,4.9,Dual Loop,Peka Peka Int Northbound On Ramp,09 - Wellington,338,2965,2958,2831,2789,2840,Regional Continuous
1771778.851,5474050.1656,1268,1K,1011,5.84000015258789,01K51017,Ramp,Continuous,4.7,Dual Loop,Te Moana Int Northbound On Ramp,09 - Wellington,271,588,593,586,631,613,Regional Continuous
1768633.5824,5469700.1496,1269,1K,1011,11.3699998855591,01K51023,Ramp,Continuous,3.3,Dual Loop,Kapiti Rd Int Northbound On Ramp,09 - Wellington,338,4599,4740,4527,5126,5439,Regional Continuous
1776014.1304,5477040.1744,1270,1K,1011,0.340000003576279,01K61011,Ramp,Continuous,4.9,Dual Loop,Peka Peka Int Southbound Off Ramp,09 - Wellington,338,2718,2708,2658,2814,2641,Regional Continuous
1771748.8476,5473989.1642,1271,1K,1011,5.88000011444092,01K61017,Ramp,Continuous,4.7,Dual Loop,Te Moana Int Southbound Off Ramp,09 - Wellington,271,585,578,558,606,580,Regional Continuous
1768683.5827,5469694.1472,1272,1K,1011,11.3400001525879,01K61023,Ramp,Continuous,3,Dual Loop,Kapiti Rd Int Southbound Off Ramp,09 - Wellington,338,4890,4931,4904,5382,5633,Regional Continuous
1782982.8411,5487050.7872,1273,1N,995,3.39000010490417,01N00998,Both,Continuous,,Single Loop,Nth of Waitohu River Bridge,09 - Wellington,,16495,16733,7828,10222,,Regional Continuous
1781840.7192,5485278.6408,1274,1N,995,5.61999988555908,01N01001,Both,Continuous,10,Single Loop,Nth of Waerenga Rd (Otaki),09 - Wellington,276,19368,19316,15361,18423,18826,Regional Continuous
1774061.8693,5472864.0298,1275,1N,1012,4.51999998092651,01N01017,Both,Continuous,10,Single Loop,Nth of Elizabeth St (Waikanae),09 - Wellington,317,10098,10168,9559,10232,6922,Regional Continuous
1770903.6709,5470625.0775,1276,1N,1012,8.72999954223633,01N01021,Both,Continuous,3.1,Dual Loop,Nth of Lindale,09 - Wellington,345,9560,9159,9121,9078,8730,Regional Continuous
1768536.4795,5467886.1096,1277,1N,1023,1.17999994754791,01N01024,Both,Continuous,10,Single Loop,Nth of Ihakara St (Paraparaumu),09 - Wellington,254,10387,9208,9507,8111,9272,Regional Continuous
1753779.5119,5441108.5705,1278,1N,1050,7.73999977111816,01N01058,Both,Continuous,4.5,Dual Loop,Tawa College,09 - Wellington,330,46929,47638,37851,47127,44726,Regional Continuous
1751756.9459,5435310.0729,1279,1N,1060,4.32000017166138,01N01064,Both,Continuous,4.5,Single Loop,Nth of Helston Rd Overbridge - Both,09 - Wellington,338,48240,48714,32582,43970,47234,Regional Continuous
1748343.1631,5427570.9358,1280,1N,1068,6,01N01074,Both,Virtual,3.8,Virtual,Terrace Tunnel - Virtual,09 - Wellington,,47263,47496,42174,44009,39613,Virtual
1749388.871,5426196.894,1281,1N,1076,0.25,01N01076,Both,Continuous,4.3,Single Loop,Patterson St (Sth of Basin Reserve),09 - Wellington,135,40124,40540,33374,32096,39344,Regional Continuous
1749955.6962,5425344.8789,1282,1N,1076,1.48000001907349,01N01077,Both,Continuous,4.3,Single Loop,Ruahine St (Sth of Goa St),09 - Wellington,364,35579,36012,29140,30001,32826,Regional Continuous
1750629.5502,5424767.8274,1283,1N,1076,2.45000004768372,01N01078,Both,Continuous,1.5,Dual Loop,Cobham Drive (Sth of Evans Bay Parade) - Both,09 - Wellington,361,36465,36097,27720,28568,27751,Regional Continuous
1751423.3603,5423956.7803,1284,1N,1076,4.1399998664856,01N01080,Both,Continuous,4.3,Single Loop,Calabar Rd (Sth of Caledonia St),09 - Wellington,324,25354,25596,18919,19212,15299,Regional Continuous
1782472.7846,5486150.7103,1285,1N,995,4,01N10999,Inc,Continuous,,Dual Loop,PP2O Waitohu Stream – SB Lane,09 - Wellington,8,,,,,,Regional Continuous
1780796.6133,5483836.5355,1286,1N,995,8,01N11003,Inc,Continuous,,Dual Loop,PP2O Otaki Gorge Road - SB Lane,09 - Wellington,8,,,,,,Regional Continuous
1776284.1588,5477449.1902,1287,1N,995,16,01N11011,Inc,Continuous,,Dual Loop,PP2O Marycrest- SB Lanes,09 - Wellington,,,,,,,Regional Continuous
1767228.1943,5463660.1022,1288,1N,1023,7,01N11029,Inc,Virtual,10,Virtual,Nth of MacKays Crossing - SB - Virtual,09 - Wellington,,12752,13024,11794,12604,5222,Virtual
1753759.5098,5441078.574,1289,1N,1058,0.33500000834465,01N11058,Inc,Continuous,4.5,Dual Loop,Tawa College - SB,09 - Wellington,,23164,23497,20212,22983,23803,Regional Continuous
1753666.2589,5438843.6942,1290,1N,1060,0.200000002980232,01N11060,Inc,Continuous,4.5,Single Loop,Tawa Interchange - SB Through Traffic,09 - Wellington,364,21071,21244,19399,21710,21764,Regional Continuous
1753138.1772,5437870.8013,1291,1N,1060,1.5,01N11061,Inc,Virtual,4.5,Virtual,Virtual - Between Grenada and Tawa SB,09 - Wellington,,28502,31980,26275,29282,28840,Virtual
1752502.0841,5436787.9208,1292,1N,1060,2.39000010490417,01N11062,Inc,Continuous,4.5,Single Loop,Grenada Interchange - SB Through Traffic,09 - Wellington,364,26885,28519,24524,26757,26725,Regional Continuous
1752427.081,5436723.9319,1293,1N,1060,3.24000000953674,01N11063,Inc,Virtual,4.5,Virtual,Sth of Grenada Interchange - SB,09 - Wellington,,30167,31957,27752,30463,30505,Virtual
1751750.9455,5435304.0738,1294,1N,1060,4.32000017166138,01N11064,Inc,Continuous,4.5,Single Loop,Nth of Helston Rd Overbridge - SB,09 - Wellington,,24394,24646,21362,24071,24448,Regional Continuous
1751691.7943,5434117.1402,1295,1N,1060,5.5,01N11065,Inc,Virtual,4.5,Virtual,Virtual - SB Between Ramps,09 - Wellington,,23274,22505,19913,21860,17901,Virtual
1751567.7597,5433789.1711,1296,1N,1060,5.92000007629395,01N11066,Inc,Continuous,4.5,Single Loop,Newlands Interchange - SB Through Traffic,09 - Wellington,219,33085,32426,28930,31525,27571,Regional Continuous
1751499.6673,5433061.2171,1297,1N,1060,6.40000009536743,01N11067,Inc,Virtual,4.5,Virtual,Virtual - SB Ngauranga Gorge,09 - Wellington,,39388,38813,34899,37829,33802,Virtual
1751807.5,5432000.2381,1298,1N,1060,8.22999954223633,01N11068,Inc,National,3.8,Telemetry,NGAURANGA SH1 - Telemetry Site 3 - SB,09 - Wellington,326,24046,24031,21148,23476,22655,Telemetry
1751010.4759,5431388.3653,1299,1N,1068,1,01N11069,Inc,Virtual,3.8,Virtual,Virtual - SH2 Junction and Aotea Quay SB Off Ramp,09 - Wellington,,47199,47103,41493,45837,43526,Virtual
1749292.4094,5429909.6629,1300,1N,1068,3,01N11070,Inc,Virtual,2,Virtual,Virtual - Aotea SB Off Ramp to Murphy St Off Ramps,09 - Wellington,,32542,31327,26562,,31148,Virtual
1748997.3907,5429595.7192,1301,1N,1068,3.76600003242493,01N11071,Inc,Continuous,1.7,Dual Loop,Thorndon Overbridge - SB,09 - Wellington,263,26932,26891,25329,23613,26315,Regional Continuous
1748573.3608,5429118.8028,1302,1N,1068,4.3899998664856,01N11072,Inc,Continuous,3.8,Single Loop,Hawkestone Interchange - SB Through Traffic,09 - Wellington,364,25127,25222,23167,26446,25883,Regional Continuous
1748523.3366,5428913.8226,1303,1N,1068,4.5,01N11073,Inc,Virtual,3.8,Virtual,Virtual - SB Hawkestone On Ramp to Terrace Off Ramp,09 - Wellington,,29852,29927,27251,30759,29996,Virtual
1748435.2178,5428013.8939,1304,1N,1068,5.51999998092651,01N11074,Inc,Continuous,3.8,Single Loop,Terrace Tunnel - SB,09 - Wellington,364,20865,20925,18470,19230,19199,Regional Continuous
1748852.0188,5426886.9163,1305,1N,1075,0.850000023841858,01N11075,Inc,Continuous,4.3,Single Loop,Vivian St - between Taranaki St and Tory St,09 - Wellington,365,21790,22017,19641,20434,20476,Regional Continuous
1749114.9373,5426487.9093,1306,1N,1075,1.5,01N11076,Inc,Virtual,4.3,Virtual,Kent Terrace - SB - Virtual,09 - Wellington,,20062,20270,16687,16048,19672,Virtual
1750449.5937,5424951.8392,1307,1N,1076,2.45000004768372,01N11078,Inc,Continuous,1.5,Dual Loop,Cobham Drive (Sth of Evans Bay Parade) - SB,09 - Wellington,,19323,19487,15201,15698,12642,Regional Continuous
1782472.7846,5486150.7103,1308,1N,995,4,01N20999,Dec,Continuous,,Dual Loop,PP2O Waitohu Stream - NB Lane,09 - Wellington,,,,,,,Regional Continuous
1780796.6133,5483836.5355,1309,1N,995,8,01N21003,Dec,Continuous,,Dual Loop,PP2O Otaki Gorge Road- NB Lanes,09 - Wellington,,,,,,,Regional Continuous
1776284.1588,5477449.1902,1310,1N,995,16,01N21011,Dec,Continuous,,Dual Loop,PP2O Marycrest- NB Lanes,09 - Wellington,,,,,,,Regional Continuous
1767228.1943,5463660.1022,1311,1N,1023,7,01N21029,Dec,Virtual,10,Virtual,Nth of MacKays Crossing - NB - Virtual,09 - Wellington,,12752,13024,11794,12604,5222,Virtual
1753759.5098,5441078.574,1312,1N,1058,0.33500000834465,01N21058,Dec,Continuous,4.5,Dual Loop,Tawa College - NB,09 - Wellington,,23838,24153,22543,24006,20807,Regional Continuous
1753605.2551,5438778.7039,1313,1N,1060,0.200000002980232,01N21060,Dec,Continuous,4.5,Single Loop,Tawa Interchange - NB Through Traffic,09 - Wellington,307,21602,21800,19962,21420,22139,Regional Continuous
1753118.1817,5437897.802,1314,1N,1060,1.5,01N21061,Dec,Virtual,4.5,Virtual,Virtual - Between Grenada and Tawa NB,09 - Wellington,,29527,29871,27273,29295,29938,Virtual
1752416.0849,5436748.9319,1315,1N,1060,2.39000010490417,01N21062,Dec,Continuous,4.5,Single Loop,Grenada Interchange - NB Through Traffic,09 - Wellington,364,27717,27963,25082,27316,27258,Regional Continuous
1752214.0389,5436279.9758,1316,1N,1060,3.24000000953674,01N21063,Dec,Virtual,4.5,Virtual,Sth of Grenada Interchange - NB,09 - Wellington,,30752,31112,28135,30803,30770,Virtual
1751750.9455,5435304.0738,1317,1N,1060,4.32000017166138,01N21064,Dec,Continuous,4.5,Single Loop,Nth of Helston Rd Overbridge - NB,09 - Wellington,,23846,24067,10351,18908,22767,Regional Continuous
1751679.7945,5434112.1418,1318,1N,1060,5.5,01N21065,Dec,Virtual,4.5,Virtual,Virtual - NB Between Ramps,09 - Wellington,,34626,34903,20445,29484,33419,Virtual
1751395.7541,5433652.1978,1319,1N,1060,6.17000007629395,01N21066,Dec,Continuous,4.5,Single Loop,Newlands Interchange - NB Through Traffic,09 - Wellington,364,33469,33983,29270,31712,31503,Regional Continuous
